"setting.idx","method","Dose 1","Dose 2","Dose 3","Dose 4","Dose 5","EN","EN.Overdose","DLT_pts","duration"
19,"ours2.s1",8.15,11.78,11.59,7.42,3.03,41.98,3.03,0,30.49
19,"ours2.s2",0.06,0.17,0.36,0.65,0.29,1.53,0.29,0,1.65
19,"ours2.total",8.21,11.95,11.95,8.08,3.32,43.51,3.32,5.84,32.14
19,"ours3.s1",8.17,11.77,11.45,7.36,3.08,41.82,3.08,0,30.37
19,"ours3.s2",0,0,0,0,0,0,0,0,0
19,"ours3.total",8.17,11.77,11.45,7.36,3.08,41.82,3.08,5.83,30.37
19,"titeet",4.5,10.9,8.7,4.4,1.5,30,1.5,3.9,27.47
19,"tite12",4.3,7.2,6.3,4.8,2.6,25.2,2.6,3.7,24.29
19,"bfet",6.21,10.51,11.09,7.36,3.46,38.64,3.46,5.6,27.1
22,"ours0.s1",10.17,13.56,9.78,3.65,0.75,37.91,4.39,0,30.97
22,"ours0.s2",0,0.02,0.22,0.22,0.05,0.51,0.27,0,0.47
22,"ours0.total",10.18,13.58,10,3.87,0.8,38.42,4.66,6.54,31.44
22,"bf.s1",9.18,13.58,10.27,4.03,0.76,37.83,4.8,0,31.09
22,"bf.s2",0,0,0,0,0,0,0,0,0
22,"bf.total",9.18,13.58,10.27,4.03,0.76,37.83,4.8,6.68,31.09
22,"ours1.s1",10.05,13.38,9.92,3.86,0.83,38.03,4.69,0,24.66
22,"ours1.s2",0.01,0.03,0.33,0.33,0.1,0.8,0.43,0,0.72
22,"ours1.total",10.06,13.41,10.25,4.19,0.93,38.83,5.12,6.61,25.37
22,"ours2.s1",10.07,13.24,9.87,3.84,0.83,37.85,4.67,0,25.03
22,"ours2.s2",0.01,0.02,0.29,0.32,0.11,0.74,0.43,0,0.66
22,"ours2.total",10.07,13.27,10.16,4.16,0.94,38.59,5.09,6.62,25.7
22,"ours3.s1",9.94,13.31,9.99,3.92,0.84,38,4.76,0,25.15
22,"ours3.s2",0,0,0,0,0,0,0,0,0
22,"ours3.total",9.94,13.31,9.99,3.92,0.84,38,4.76,6.64,25.15
22,"titeet",6.7,12.7,7.2,2.6,0.7,29.9,3.3,5.2,22.64
22,"tite12",5.3,7.6,6,4,2,24.9,6,5.1,20.8
22,"bfet",7.83,12.04,9.19,4.02,1.06,34.15,5.08,5.94,20.4
18,"ours0.s1",11.8,11.95,10.19,5.96,2.19,42.1,2.19,0,36.13
18,"ours0.s2",0,0.02,0.21,0.38,0.17,0.78,0.17,0,0.83
18,"ours0.total",11.8,11.97,10.4,6.34,2.36,42.88,2.36,6.52,36.97
18,"bf.s1",11.13,12.4,10.68,6.42,2.24,42.86,2.24,0,36.4
18,"bf.s2",0,0,0,0,0,0,0,0,0
18,"bf.total",11.13,12.4,10.68,6.42,2.24,42.86,2.24,6.61,36.4
18,"ours1.s1",11.53,11.38,9.56,5.83,2.37,40.67,2.37,0,29.25
18,"ours1.s2",0.09,0.22,0.47,0.59,0.2,1.58,0.2,0,1.72
18,"ours1.total",11.62,11.6,10.03,6.42,2.57,42.25,2.57,6.25,30.97
18,"ours2.s1",11.53,11.38,9.67,5.91,2.36,40.85,2.36,0,29.8
18,"ours2.s2",0.08,0.18,0.44,0.58,0.22,1.5,0.22,0,1.62
18,"ours2.total",11.61,11.56,10.11,6.49,2.58,42.35,2.58,6.31,31.42
18,"ours3.s1",11.53,11.51,9.71,5.9,2.34,40.99,2.34,0,29.83
18,"ours3.s2",0,0,0,0,0,0,0,0,0
18,"ours3.total",11.53,11.51,9.71,5.9,2.34,40.99,2.34,6.35,29.83
18,"titeet",12.1,9.1,5.6,2.5,0.7,30,0.7,4,25.7
18,"tite12",6.8,6.2,4.9,3.6,1.8,23.3,1.8,3.7,21.99
18,"bfet",10.2,10.6,9.23,6.16,2.85,39.03,2.85,6.13,25.9
13,"ours0.s1",6.25,8.33,12.14,9.9,3.66,40.28,3.66,0,37.78
13,"ours0.s2",0,0.01,0.22,0.68,0.32,1.22,0.32,0,1.32
13,"ours0.total",6.25,8.33,12.36,10.58,3.98,41.5,3.98,5.58,39.1
13,"bf.s1",5.08,8.04,12.27,10.22,3.63,39.24,3.63,0,37.76
13,"bf.s2",0,0,0,0,0,0,0,0,0
13,"bf.total",5.08,8.04,12.27,10.22,3.63,39.24,3.63,5.6,37.76
13,"ours1.s1",6.09,7.91,11.78,9.48,3.86,39.13,3.86,0,30.28
13,"ours1.s2",0.03,0.13,0.5,0.96,0.41,2.03,0.41,0,2.21
13,"ours1.total",6.12,8.04,12.29,10.44,4.27,41.16,4.27,5.49,32.48
13,"ours2.s1",6.17,8.06,11.85,9.53,3.87,39.48,3.87,0,30.86
13,"ours2.s2",0.02,0.1,0.4,0.93,0.41,1.85,0.41,0,1.98
13,"ours2.total",6.18,8.16,12.25,10.46,4.27,41.33,4.27,5.49,32.83
13,"ours3.s1",6.1,7.99,11.8,9.52,3.88,39.29,3.88,0,30.83
13,"ours3.s2",0,0,0,0,0,0,0,0,0
13,"ours3.total",6.1,7.99,11.8,9.52,3.88,39.29,3.88,5.47,30.83
13,"titeet",4,5.3,11,7.1,2.6,30,2.6,4.2,28.55
13,"tite12",4,4.7,7.9,6.5,3.6,26.7,3.6,4.1,25.97
13,"bfet",4.53,6.21,10.63,9.66,4.55,35.57,4.55,5.31,27.9
26,"ours0.s1",6.31,8.51,10.85,10.53,4.16,40.36,4.16,0,33.46
26,"ours0.s2",0,0,0.12,0.75,0.49,1.37,0.49,0,1.19
26,"ours0.total",6.31,8.52,10.98,11.28,4.64,41.73,4.64,5.52,34.65
26,"bf.s1",5.11,8.14,11.4,10.75,4.11,39.5,4.11,0,33.37
26,"bf.s2",0,0,0,0,0,0,0,0,0
26,"bf.total",5.11,8.14,11.4,10.75,4.11,39.5,4.11,5.52,33.37
26,"ours1.s1",6.19,8.29,10.58,10.53,4.51,40.11,4.51,0,26.87
26,"ours1.s2",0,0.01,0.17,0.78,0.6,1.57,0.6,0,1.37
26,"ours1.total",6.2,8.31,10.75,11.32,5.11,41.68,5.11,5.6,28.24
26,"ours2.s1",6.2,8.33,10.68,10.38,4.39,39.99,4.39,0,27.3
26,"ours2.s2",0,0.01,0.16,0.89,0.67,1.72,0.67,0,1.45
26,"ours2.total",6.21,8.34,10.84,11.27,5.06,41.71,5.06,5.49,28.75
26,"ours3.s1",6.19,8.25,10.77,10.45,4.46,40.13,4.46,0,27.42
26,"ours3.s2",0,0,0,0,0,0,0,0,0
26,"ours3.total",6.19,8.25,10.77,10.45,4.46,40.13,4.46,5.5,27.42
26,"titeet",4.2,5.6,7.5,9.2,3.5,30,3.5,4.4,25.38
26,"tite12",4.3,5,5.7,7.8,4.6,27.4,4.6,4.3,23.83
26,"bfet",4.76,6.77,8.97,10.26,4.74,35.49,4.74,5.07,24.2
20,"ours0.s1",8.86,11.92,11.19,8.29,4.57,44.83,-1,0,37.8
20,"ours0.s2",0,0.01,0.22,0.51,0.45,1.19,-1,0,1.23
20,"ours0.total",8.86,11.93,11.41,8.8,5.01,46.02,-1,5.7,39.03
20,"bf.s1",7.78,11.87,11.67,8.59,4.44,44.36,-1,0,37.79
20,"bf.s2",0,0,0,0,0,0,-1,0,0
20,"bf.total",7.78,11.87,11.67,8.59,4.44,44.36,-1,5.76,37.79
20,"ours1.s1",8.57,11.41,10.47,7.69,4.72,42.86,-1,0,30.53
20,"ours1.s2",0.05,0.22,0.52,0.9,0.55,2.25,-1,0,2.36
20,"ours1.total",8.62,11.63,10.99,8.59,5.28,45.11,-1,5.4,32.89
20,"ours2.s1",8.59,11.55,10.51,7.67,4.6,42.92,-1,0,31.09
20,"ours2.s2",0.03,0.14,0.5,0.89,0.59,2.15,-1,0,2.21
20,"ours2.total",8.63,11.69,11,8.56,5.19,45.07,-1,5.44,33.3
20,"ours3.s1",8.56,11.52,10.6,7.74,4.61,43.03,-1,0,31.05
20,"ours3.s2",0,0,0,0,0,0,-1,0,0
20,"ours3.total",8.56,11.52,10.6,7.74,4.61,43.03,-1,5.49,31.05
20,"titeet",5.2,11.3,7.5,4.2,1.9,30.1,-1,3.6,27.29
20,"tite12",4.2,6.8,5.9,4.9,3.1,24.9,-1,3.4,24.23
20,"bfet",6.62,10.26,9.99,7.36,5.14,39.37,-1,5.06,27.4
27,"ours0.s1",12.15,13.68,9.97,3.75,0.73,40.28,4.48,0,31.03
27,"ours0.s2",0,0.01,0.16,0.19,0.05,0.41,0.24,0,0.38
27,"ours0.total",12.15,13.69,10.13,3.94,0.78,40.69,4.72,6.72,31.4
27,"bf.s1",11.51,13.94,10.3,3.96,0.73,40.44,4.69,0,31.03
27,"bf.s2",0,0,0,0,0,0,0,0,0
27,"bf.total",11.51,13.94,10.3,3.96,0.73,40.44,4.69,6.84,31.03
27,"ours1.s1",12.11,13.23,9.98,3.86,0.73,39.92,4.59,0,24.67
27,"ours1.s2",0.01,0.02,0.21,0.23,0.06,0.54,0.3,0,0.48
27,"ours1.total",12.12,13.26,10.19,4.09,0.79,40.45,4.88,6.75,25.15
27,"ours2.s1",12.03,13.21,9.95,3.86,0.75,39.8,4.61,0,25.12
27,"ours2.s2",0,0.02,0.19,0.25,0.07,0.54,0.33,0,0.5
27,"ours2.total",12.04,13.23,10.14,4.12,0.82,40.35,4.94,6.72,25.62
27,"ours3.s1",11.99,13.29,10.01,3.95,0.85,40.09,4.79,0,25.22
27,"ours3.s2",0,0,0,0,0,0,0,0,0
27,"ours3.total",11.99,13.29,10.01,3.95,0.85,40.09,4.79,6.75,25.22
27,"titeet",11.4,10,5.9,2.2,0.5,30,2.7,4.4,22.04
27,"tite12",7,6.6,5,3.4,1.7,23.7,5.1,4.5,19.69
27,"bfet",10.75,12.59,9.18,3.89,1.02,37.44,4.91,6.13,20.4
31,"ours0.s1",14.64,11.6,4.5,0.86,0.1,31.7,5.46,0,23.12
31,"ours0.s2",0,0.05,0.08,0.03,0.01,0.18,0.12,0,0.13
31,"ours0.total",14.64,11.66,4.58,0.89,0.1,31.88,5.58,7.03,23.26
31,"bf.s1",14.29,11.92,4.5,0.82,0.08,31.62,5.41,0,23.17
31,"bf.s2",0,0,0,0,0,0,0,0,0
31,"bf.total",14.29,11.92,4.5,0.82,0.08,31.62,5.41,7,23.17
31,"ours1.s1",14.46,11.85,4.82,0.94,0.1,32.17,5.86,0,18.71
31,"ours1.s2",0,0.04,0.15,0.07,0.01,0.27,0.23,0,0.17
31,"ours1.total",14.46,11.89,4.97,1.01,0.11,32.44,6.09,7.17,18.89
31,"ours2.s1",14.4,11.79,4.73,0.91,0.1,31.93,5.74,0,18.97
31,"ours2.s2",0,0.03,0.13,0.06,0.01,0.24,0.21,0,0.16
31,"ours2.total",14.4,11.82,4.87,0.97,0.11,32.17,5.95,7.12,19.13
31,"ours3.s1",14.56,11.64,4.51,0.89,0.12,31.72,5.52,0,18.78
31,"ours3.s2",0,0,0,0,0,0,0,0,0
31,"ours3.total",14.56,11.64,4.51,0.89,0.12,31.72,5.52,7.09,18.78
31,"titeet",16.4,9.3,3.1,0.8,0.2,29.8,4.1,6.3,17.57
31,"tite12",8.1,6.6,4.5,2.6,1.1,22.9,8.2,5.9,16.37
31,"bfet",13,10.32,4.21,1.03,0.2,28.75,5.44,5.84,14.2
24,"ours0.s1",5.8,7.66,9.18,12.21,8.45,43.3,-1,0,34.16
24,"ours0.s2",0,0,0.03,0.38,0.86,1.27,-1,0,1.15
24,"ours0.total",5.8,7.66,9.21,12.59,9.31,44.57,-1,4.13,35.31
24,"bf.s1",4.64,7.25,9.79,12.53,8.46,42.67,-1,0,34.16
24,"bf.s2",0,0,0,0,0,0,-1,0,0
24,"bf.total",4.64,7.25,9.79,12.53,8.46,42.67,-1,4.21,34.16
24,"ours1.s1",5.91,7.56,9.12,11.71,8.74,43.05,-1,0,27.63
24,"ours1.s2",0,0.01,0.06,0.54,0.98,1.59,-1,0,1.4
24,"ours1.total",5.91,7.57,9.18,12.25,9.72,44.64,-1,4.18,29.03
24,"ours2.s1",5.9,7.66,9.09,11.7,8.69,43.05,-1,0,28.18
24,"ours2.s2",0,0,0.04,0.56,0.93,1.54,-1,0,1.37
24,"ours2.total",5.9,7.66,9.14,12.26,9.63,44.59,-1,4.15,29.55
24,"ours3.s1",5.8,7.51,9.18,11.76,8.73,42.98,-1,0,28.21
24,"ours3.s2",0,0,0,0,0,0,-1,0,0
24,"ours3.total",5.8,7.51,9.18,11.76,8.73,42.98,-1,4.19,28.21
24,"titeet",3.6,4.4,5.6,9.9,6.5,30,-1,3,26.43
24,"tite12",3.6,4.2,5.1,8.4,5.9,27.2,-1,2.8,24.27
24,"bfet",4.39,6.06,7.79,11.07,8.98,38.28,-1,3.76,25.5
23,"ours0.s1",6.35,8.43,12.73,10.29,3.56,41.35,3.56,0,33.36
23,"ours0.s2",0,0,0.14,0.62,0.3,1.06,0.3,0,0.94
23,"ours0.total",6.35,8.43,12.87,10.9,3.87,42.42,3.87,5.73,34.3
23,"bf.s1",5.1,8.12,12.81,10.54,3.5,40.08,3.5,0,33.22
23,"bf.s2",0,0,0,0,0,0,0,0,0
23,"bf.total",5.1,8.12,12.81,10.54,3.5,40.08,3.5,5.71,33.22
23,"ours1.s1",6.26,8.31,12.49,10.14,3.87,41.07,3.87,0,26.76
23,"ours1.s2",0,0.01,0.22,0.8,0.5,1.53,0.5,0,1.31
23,"ours1.total",6.27,8.32,12.71,10.94,4.37,42.61,4.37,5.75,28.07
23,"ours2.s1",6.28,8.37,12.65,10.09,3.78,41.17,3.78,0,27.34
23,"ours2.s2",0,0.01,0.2,0.87,0.4,1.49,0.4,0,1.27
23,"ours2.total",6.28,8.37,12.85,10.97,4.18,42.65,4.18,5.73,28.61
23,"ours3.s1",6.19,8.25,12.58,10.23,3.82,41.05,3.82,0,27.29
23,"ours3.s2",0,0,0,0,0,0,0,0,0
23,"ours3.total",6.19,8.25,12.58,10.23,3.82,41.05,3.82,5.71,27.29
23,"titeet",4.1,5.5,10.9,6.9,2.5,29.9,2.5,4.1,24.85
23,"tite12",3.9,4.5,7.8,6.6,3.7,26.5,3.7,4.1,23.21
23,"bfet",4.76,6.54,11.42,10.05,4.01,36.78,4.01,5.32,23.9
28,"ours0.s1",11.95,12.33,10.67,6.27,2.13,43.35,2.13,0,32.05
28,"ours0.s2",0,0.01,0.18,0.39,0.17,0.75,0.17,0,0.67
28,"ours0.total",11.95,12.34,10.86,6.65,2.3,44.11,2.3,6.63,32.72
28,"bf.s1",11.32,12.82,11.18,6.63,2.18,44.12,2.18,0,32.23
28,"bf.s2",0,0,0,0,0,0,0,0,0
28,"bf.total",11.32,12.82,11.18,6.63,2.18,44.12,2.18,6.79,32.23
28,"ours1.s1",11.89,12.15,10.54,6.31,2.18,43.06,2.18,0,25.74
28,"ours1.s2",0.01,0.03,0.27,0.53,0.24,1.07,0.24,0,0.88
28,"ours1.total",11.89,12.18,10.81,6.84,2.42,44.13,2.42,6.62,26.62
28,"ours2.s1",11.93,12.19,10.58,6.38,2.24,43.31,2.24,0,26.24
28,"ours2.s2",0,0.03,0.27,0.48,0.21,0.99,0.21,0,0.85
28,"ours2.total",11.93,12.22,10.85,6.86,2.45,44.31,2.45,6.64,27.09
28,"ours3.s1",11.83,12.23,10.59,6.29,2.33,43.27,2.33,0,26.22
28,"ours3.s2",0,0,0,0,0,0,0,0,0
28,"ours3.total",11.83,12.23,10.59,6.29,2.33,43.27,2.33,6.66,26.22
28,"titeet",12.3,8.9,5.5,2.5,0.7,29.9,0.7,4,21.97
28,"tite12",6.6,6.1,4.9,3.9,2.1,23.6,2.1,3.8,20.01
28,"bfet",10.71,11.44,9.58,5.91,2.39,40.03,2.39,5.96,21.4
29,"ours0.s1",8.5,12.67,12.51,7.95,2.76,44.38,2.76,0,32.8
29,"ours0.s2",0,0,0.12,0.4,0.22,0.74,0.22,0,0.65
29,"ours0.total",8.5,12.67,12.63,8.35,2.97,45.12,2.97,6.09,33.44
29,"bf.s1",7.31,12.53,12.99,8.11,2.65,43.59,2.65,0,32.71
29,"bf.s2",0,0,0,0,0,0,0,0,0
29,"bf.total",7.31,12.53,12.99,8.11,2.65,43.59,2.65,6.13,32.71
29,"ours1.s1",8.57,12.42,12.43,7.73,2.78,43.93,2.78,0,26.24
29,"ours1.s2",0,0.02,0.16,0.53,0.28,1,0.28,0,0.86
29,"ours1.total",8.58,12.45,12.59,8.26,3.06,44.93,3.06,6.1,27.09
29,"ours2.s1",8.47,12.41,12.45,7.77,2.75,43.85,2.75,0,26.7
29,"ours2.s2",0,0.01,0.15,0.56,0.28,1,0.28,0,0.85
29,"ours2.total",8.47,12.42,12.59,8.33,3.03,44.85,3.03,6.06,27.55
29,"ours3.s1",8.44,12.37,12.49,7.77,2.77,43.83,2.77,0,26.65
29,"ours3.s2",0,0,0,0,0,0,0,0,0
29,"ours3.total",8.44,12.37,12.49,7.77,2.77,43.83,2.77,6.06,26.65
29,"titeet",4.6,10.9,8.6,4.4,1.5,30,1.5,4,23.79
29,"tite12",4.2,7,6.3,5.1,2.8,25.4,2.8,3.9,21.93
29,"bfet",6.66,11.42,11.88,7.44,3.03,40.43,3.03,5.61,22.8
30,"ours0.s1",8.95,12.14,11.62,8.56,4.43,45.7,-1,0,33.43
30,"ours0.s2",0,0.01,0.15,0.49,0.41,1.06,-1,0,0.93
30,"ours0.total",8.95,12.15,11.77,9.05,4.84,46.76,-1,5.78,34.37
30,"bf.s1",7.88,12.2,12.07,8.93,4.43,45.5,-1,0,33.42
30,"bf.s2",0,0,0,0,0,0,-1,0,0
30,"bf.total",7.88,12.2,12.07,8.93,4.43,45.5,-1,5.88,33.42
30,"ours1.s1",8.96,12.09,11.47,8.27,4.48,45.27,-1,0,26.87
30,"ours1.s2",0,0.02,0.2,0.72,0.55,1.49,-1,0,1.25
30,"ours1.total",8.96,12.1,11.67,8.99,5.03,46.76,-1,5.76,28.12
30,"ours2.s1",8.96,12.09,11.45,8.26,4.52,45.28,-1,0,27.4
30,"ours2.s2",0,0.01,0.21,0.71,0.56,1.49,-1,0,1.24
30,"ours2.total",8.96,12.1,11.66,8.97,5.08,46.77,-1,5.74,28.65
30,"ours3.s1",8.86,12.08,11.52,8.42,4.53,45.42,-1,0,27.35
30,"ours3.s2",0,0,0,0,0,0,-1,0,0
30,"ours3.total",8.86,12.08,11.52,8.42,4.53,45.42,-1,5.76,27.35
30,"titeet",5.2,11.4,7.4,4.1,1.9,30,-1,3.5,23.67
30,"tite12",4.1,6.7,6,5.2,3.4,25.4,-1,3.4,22.06
30,"bfet",7.09,10.99,10.76,7.89,4.59,41.32,-1,5.17,23.1
35,"ours0.s1",8.83,12.17,12.12,4.95,0.84,38.91,5.79,0,27.31
35,"ours0.s2",0,0.01,0.23,0.33,0.11,0.68,0.43,0,0.51
35,"ours0.total",8.83,12.18,12.36,5.27,0.95,39.59,6.22,6.66,27.82
35,"bf.s1",7.81,12.42,12.28,5.14,0.87,38.52,6.01,0,27.34
35,"bf.s2",0,0,0,0,0,0,0,0,0
35,"bf.total",7.81,12.42,12.28,5.14,0.87,38.52,6.01,6.69,27.34
35,"ours1.s1",8.78,11.96,11.97,5.15,0.93,38.79,6.08,0,21.83
35,"ours1.s2",0,0.02,0.26,0.47,0.13,0.88,0.6,0,0.59
35,"ours1.total",8.78,11.98,12.22,5.62,1.06,39.67,6.67,6.68,22.41
35,"ours2.s1",8.75,11.95,12.01,5.09,0.93,38.73,6.02,0,22.13
35,"ours2.s2",0,0.01,0.28,0.46,0.12,0.87,0.58,0,0.58
35,"ours2.total",8.75,11.97,12.29,5.55,1.05,39.61,6.6,6.67,22.71
35,"ours3.s1",8.74,11.86,12.09,5.26,0.96,38.91,6.23,0,22.21
35,"ours3.s2",0,0,0,0,0,0,0,0,0
35,"ours3.total",8.74,11.86,12.09,5.26,0.96,38.91,6.23,6.71,22.21
35,"titeet",6.3,9.2,9.9,3.6,0.8,29.8,4.4,5.1,19.98
35,"tite12",5,5.8,7.5,5.3,2.7,26.3,8,5.4,19.59
35,"bfet",7.33,9.79,10.54,4.9,1.12,33.68,6.02,5.61,18.2
32,"ours0.s1",10.39,14.41,10.62,3.76,0.62,39.81,4.38,0,26.93
32,"ours0.s2",0,0.01,0.22,0.19,0.04,0.46,0.23,0,0.34
32,"ours0.total",10.39,14.43,10.84,3.95,0.67,40.27,4.62,6.91,27.27
32,"bf.s1",9.46,14.48,10.85,3.96,0.67,39.41,4.63,0,26.99
32,"bf.s2",0,0,0,0,0,0,0,0,0
32,"bf.total",9.46,14.48,10.85,3.96,0.67,39.41,4.63,6.94,26.99
32,"ours1.s1",10.42,14.18,10.56,3.79,0.65,39.59,4.44,0,21.44
32,"ours1.s2",0,0.02,0.27,0.31,0.09,0.69,0.4,0,0.46
32,"ours1.total",10.42,14.2,10.83,4.1,0.74,40.28,4.84,6.91,21.9
32,"ours2.s1",10.46,14.21,10.38,3.78,0.69,39.52,4.47,0,21.75
32,"ours2.s2",0,0.01,0.23,0.31,0.07,0.63,0.38,0,0.43
32,"ours2.total",10.47,14.22,10.62,4.09,0.76,40.15,4.85,6.92,22.17
32,"ours3.s1",10.26,14.14,10.71,3.97,0.73,39.81,4.7,0,21.85
32,"ours3.s2",0,0,0,0,0,0,0,0,0
32,"ours3.total",10.26,14.14,10.71,3.97,0.73,39.81,4.7,6.95,21.85
32,"titeet",7.4,13,6.7,2.2,0.5,29.8,2.7,5,19.2
32,"tite12",5.2,7.5,6.1,4.3,2.2,25.3,6.5,5.3,18.72
32,"bfet",8.47,12.73,9.38,3.69,0.84,35.11,4.53,5.85,17.4
36,"ours0.s1",6.27,8.56,11.34,11.31,4.03,41.51,4.03,0,29.09
36,"ours0.s2",0,0,0.09,0.66,0.48,1.24,0.48,0,0.87
36,"ours0.total",6.27,8.56,11.43,11.97,4.51,42.75,4.51,5.67,29.96
36,"bf.s1",5.13,8.27,12,11.63,4.06,41.09,4.06,0,29.09
36,"bf.s2",0,0,0,0,0,0,0,0,0
36,"bf.total",5.13,8.27,12,11.63,4.06,41.09,4.06,5.73,29.09
36,"ours1.s1",6.35,8.54,11.2,11.3,4.35,41.74,4.35,0,23.7
36,"ours1.s2",0,0,0.13,0.8,0.68,1.6,0.68,0,1.03
36,"ours1.total",6.35,8.54,11.32,12.1,5.03,43.34,5.03,5.78,24.73
36,"ours2.s1",6.33,8.55,11.26,11.2,4.26,41.6,4.26,0,24.04
36,"ours2.s2",0,0,0.12,0.8,0.64,1.56,0.64,0,1
36,"ours2.total",6.33,8.55,11.38,12,4.9,43.16,4.9,5.73,25.03
36,"ours3.s1",6.24,8.38,11.17,11.28,4.44,41.52,4.44,0,23.98
36,"ours3.s2",0,0,0,0,0,0,0,0,0
36,"ours3.total",6.24,8.38,11.17,11.28,4.44,41.52,4.44,5.72,23.98
36,"titeet",4.5,6.1,7.7,8.8,2.8,29.9,2.8,4.2,21.75
36,"tite12",4.2,4.9,5.5,7.8,4.9,27.3,4.9,4.3,21.18
36,"bfet",5.12,7.15,9.46,10.35,4.24,36.32,4.24,4.93,21
37,"ours0.s1",12.62,14.41,10.49,3.67,0.62,41.8,4.29,0,26.89
37,"ours0.s2",0,0.01,0.15,0.2,0.05,0.41,0.25,0,0.28
37,"ours0.total",12.62,14.42,10.63,3.87,0.67,42.21,4.54,6.9,27.17
37,"bf.s1",11.96,14.83,10.93,3.91,0.64,42.27,4.55,0,27
37,"bf.s2",0,0,0,0,0,0,0,0,0
37,"bf.total",11.96,14.83,10.93,3.91,0.64,42.27,4.55,7.13,27
37,"ours1.s1",12.45,14.25,10.75,3.87,0.72,42.05,4.59,0,21.52
37,"ours1.s2",0,0.01,0.21,0.28,0.07,0.57,0.35,0,0.38
37,"ours1.total",12.46,14.26,10.95,4.15,0.79,42.61,4.94,7.08,21.9
37,"ours2.s1",12.56,14.24,10.61,3.85,0.72,41.98,4.57,0,21.86
37,"ours2.s2",0,0.02,0.23,0.21,0.05,0.51,0.26,0,0.35
37,"ours2.total",12.56,14.26,10.84,4.06,0.77,42.49,4.83,7.04,22.21
37,"ours3.s1",12.5,14.16,10.68,3.97,0.74,42.05,4.71,0,21.87
37,"ours3.s2",0,0,0,0,0,0,0,0,0
37,"ours3.total",12.5,14.16,10.68,3.97,0.74,42.05,4.71,7.08,21.87
37,"titeet",12.3,10.2,5.3,1.8,0.4,30,2.2,4.2,18.61
37,"tite12",7.1,6.6,5,3.5,1.7,23.9,5.2,4.6,17.51
37,"bfet",11.47,13.47,9.49,3.65,0.8,38.88,4.45,6.08,17.4
33,"ours0.s1",6.3,8.41,13.57,11.1,3.48,42.87,3.48,0,29
33,"ours0.s2",0,0,0.11,0.59,0.31,1.01,0.31,0,0.73
33,"ours0.total",6.3,8.42,13.67,11.69,3.8,43.88,3.8,5.95,29.73
33,"bf.s1",5.13,8.26,13.63,11.39,3.43,41.84,3.43,0,28.91
33,"bf.s2",0,0,0,0,0,0,0,0,0
33,"bf.total",5.13,8.26,13.63,11.39,3.43,41.84,3.43,5.97,28.91
33,"ours1.s1",6.37,8.59,13.32,10.7,3.7,42.68,3.7,0,23.45
33,"ours1.s2",0,0,0.13,0.7,0.43,1.25,0.43,0,0.85
33,"ours1.total",6.37,8.59,13.44,11.39,4.13,43.93,4.13,5.93,24.3
33,"ours2.s1",6.27,8.48,13.46,10.82,3.61,42.65,3.61,0,23.92
33,"ours2.s2",0,0,0.11,0.7,0.44,1.25,0.44,0,0.84
33,"ours2.total",6.27,8.48,13.57,11.52,4.05,43.9,4.05,5.97,24.75
33,"ours3.s1",6.24,8.39,13.26,10.98,3.84,42.71,3.84,0,23.83
33,"ours3.s2",0,0,0,0,0,0,0,0,0
33,"ours3.total",6.24,8.39,13.26,10.98,3.84,42.71,3.84,5.95,23.83
33,"titeet",4.4,5.9,10.9,6.7,2,29.9,2,3.9,21.39
33,"tite12",3.9,4.5,7.7,6.7,3.8,26.6,3.8,4.1,20.58
33,"bfet",5.1,6.92,12.12,10.25,3.56,37.95,3.56,5.21,20.7
34,"ours0.s1",5.87,7.55,9.39,13,8.49,44.3,-1,0,29.83
34,"ours0.s2",0,0,0.02,0.3,0.82,1.14,-1,0,0.85
34,"ours0.total",5.87,7.55,9.41,13.3,9.31,45.44,-1,4.26,30.69
34,"bf.s1",4.66,7.34,10.04,13.38,8.51,43.92,-1,0,29.86
34,"bf.s2",0,0,0,0,0,0,-1,0,0
34,"bf.total",4.66,7.34,10.04,13.38,8.51,43.92,-1,4.31,29.86
34,"ours1.s1",5.88,7.68,9.36,12.48,8.73,44.13,-1,0,24.47
34,"ours1.s2",0,0,0.02,0.41,0.99,1.41,-1,0,0.94
34,"ours1.total",5.88,7.68,9.38,12.89,9.71,45.54,-1,4.25,25.41
34,"ours2.s1",5.88,7.65,9.4,12.58,8.7,44.2,-1,0,24.9
34,"ours2.s2",0,0,0.01,0.4,0.95,1.36,-1,0,0.92
34,"ours2.total",5.88,7.65,9.41,12.98,9.64,45.56,-1,4.24,25.82
34,"ours3.s1",5.83,7.61,9.37,12.64,8.83,44.27,-1,0,24.97
34,"ours3.s2",0,0,0,0,0,0,-1,0,0
34,"ours3.total",5.83,7.61,9.37,12.64,8.83,44.27,-1,4.26,24.97
34,"titeet",3.7,4.7,5.9,9.7,6,30,-1,2.9,22.95
34,"tite12",3.6,4.2,5,8.5,6,27.3,-1,2.8,21.65
34,"bfet",4.64,6.39,8.39,11.8,8.44,39.66,-1,3.8,22.2
39,"ours0.s1",8.64,13.11,13.27,8.32,2.52,45.86,2.52,0,28.46
39,"ours0.s2",0,0,0.11,0.34,0.22,0.67,0.22,0,0.47
39,"ours0.total",8.64,13.11,13.38,8.66,2.74,46.53,2.74,6.3,28.93
39,"bf.s1",7.39,13.1,13.81,8.48,2.52,45.29,2.52,0,28.35
