"setting.idx","method","Dose 1","Dose 2","Dose 3","Dose 4","Dose 5","early.stop"
14,"OBD.titeet",8.3,14.1,13.9,44.9,18.8,
14,"MTD.tite12",0,0.4,3.7,20,75.7,0.2
14,"OBD.tite12",7.9,10.6,13,47.5,20.7,
14,"MTD.bfet",,,,,,0.3
14,"OBD.bfet",4.2,6.9,11.8,56,20.8,
4,"MTD.ours0",0.04,0.34,2.44,26.68,70.5,0
4,"OBD.ours0",1.76,5.76,10.52,58.88,22.62,
4,"MTD.bf",0,0.3,2.46,27.58,69.66,0
4,"OBD.bf",2.18,4.76,10.1,59.54,23.24,
4,"MTD.ours1",0.04,0.32,2.7,25.92,71.02,0
4,"OBD.ours1",2.4,5.6,10.76,57.86,22.8,
4,"MTD.ours2",0,0.36,2.7,26.86,70.08,0
4,"OBD.ours2",2.1,6.56,10.74,58.46,21.8,
4,"MTD.ours3",0,0.24,2.58,25.98,71.2,0
4,"OBD.ours3",1.76,5.7,10.02,56.46,25.72,
4,"MTD.titeet",0,0.3,3.7,43,53,0.1
4,"OBD.titeet",8.3,14.1,13.9,44.9,18.8,
4,"MTD.tite12",0,0.4,3.7,20,75.7,0.2
4,"OBD.tite12",7.9,10.6,13,47.5,20.7,
4,"MTD.bfet",,,,,,0.3
4,"OBD.bfet",4.2,6.9,11.8,56,20.8,
34,"MTD.ours0",0.02,0.38,2.84,27.38,69.38,0
34,"OBD.ours0",3.9,10.42,16.22,56.1,12.86,
34,"MTD.bf",0,0.3,2.46,27.58,69.66,0
34,"OBD.bf",6.94,8.08,14.2,56.02,14.58,
34,"MTD.ours1",0.04,0.24,3.1,26.92,69.7,0
34,"OBD.ours1",4.44,10.2,15.82,56.3,12.7,
34,"MTD.ours2",0.04,0.44,2.76,27.58,69.18,0
34,"OBD.ours2",4.64,10.58,15.6,55.74,13.06,
34,"MTD.ours3",0,0.26,2.62,26.02,71.1,0
34,"OBD.ours3",3.28,9.64,14.8,57.4,14.54,
34,"MTD.titeet",0,0.3,3.7,43,53,0.1
34,"OBD.titeet",8.3,14.1,13.9,44.9,18.8,
34,"MTD.tite12",0,0.4,3.7,20,75.7,0.2
34,"OBD.tite12",7.9,10.6,13,47.5,20.7,
34,"MTD.bfet",,,,,,0.3
34,"OBD.bfet",4.2,6.9,11.8,56,20.8,
48,"MTD.ours0",4.88,17.02,34.46,31.28,12.3,0.06
48,"OBD.ours0",58.04,27.4,11.36,2.8,0.28,
48,"MTD.bf",4.14,16.06,34.5,32.06,13.14,0.1
48,"OBD.bf",55.82,26.38,11.66,4.74,1.26,
48,"MTD.ours1",5.28,17.1,33.64,31.98,11.86,0.14
48,"OBD.ours1",56.56,28.16,11.48,3.32,0.3,
48,"MTD.ours2",4.84,16.86,33.94,32.08,12.14,0.14
48,"OBD.ours2",56.84,29.1,10.62,2.86,0.42,
48,"MTD.ours3",4.2,16.16,34.1,32.06,13.38,0.1
48,"OBD.ours3",53.88,28.72,12.5,4.14,0.58,
48,"MTD.titeet",16.7,29.5,30.6,18.5,4.5,0.1
48,"OBD.titeet",45.8,27.9,16.3,7.4,2.3,
48,"MTD.tite12",1.4,14.2,32.4,27.8,23.8,0.3
48,"OBD.tite12",36.5,27.6,18.7,12.5,4.4,
48,"MTD.bfet",,,,,,0.3
48,"OBD.bfet",50.4,27.7,15.3,5.3,1,
23,"MTD.ours0",0.12,2.68,23.34,55.9,17.96,0
23,"OBD.ours0",1.1,3.48,55.86,32.22,6.2,
23,"MTD.bf",0.14,2.32,22.74,56.68,18.12,0
23,"OBD.bf",0.98,3.2,55.44,33.2,6.4,
23,"MTD.ours1",0.1,2.24,23.24,55.1,19.32,0
23,"OBD.ours1",1.14,3.42,53.94,33.62,6.7,
23,"MTD.ours2",0.1,2.54,23.48,54.74,19.14,0
23,"OBD.ours2",1.1,3.84,52.88,34.4,6.54,
23,"MTD.ours3",0.12,2,22.22,55.9,19.76,0
23,"OBD.ours3",1.04,3.58,50.24,35.98,8.24,
23,"MTD.titeet",0.1,1.8,35.5,49.4,13.1,0.5
23,"OBD.titeet",7.7,11.4,50.4,22.4,7.5,
23,"MTD.tite12",0,1.7,18.4,39.7,39.7,0.54
23,"OBD.tite12",8.3,8.9,49.3,24.6,8.4,
23,"MTD.bfet",,,,,,1.1
23,"OBD.bfet",5.2,6.7,58.4,24.4,4.1,
43,"MTD.ours0",0,2.06,23.72,56.02,18.2,0
43,"OBD.ours0",10.36,18.68,59.84,8.84,1.42,
43,"MTD.bf",0.14,2.32,22.74,56.68,18.12,0
43,"OBD.bf",34.8,13.68,41.98,7.04,1.72,
43,"MTD.ours1",0.1,2.08,22.2,55.36,20.26,0
43,"OBD.ours1",10.26,17.5,59.8,10.2,1.4,
43,"MTD.ours2",0.08,2.32,23.3,55.48,18.82,0
43,"OBD.ours2",10.04,17.62,60.56,9.84,1.1,
43,"MTD.ours3",0.12,2,22.06,55.94,19.88,0
43,"OBD.ours3",9.52,18.46,58.28,11.06,1.76,
43,"MTD.titeet",0.1,1.8,35.5,49.4,13.1,0.5
43,"OBD.titeet",7.7,11.4,50.4,22.4,7.5,
43,"MTD.tite12",0,1.7,18.4,39.7,39.7,0.54
43,"OBD.tite12",8.3,8.9,49.3,24.6,8.4,
43,"MTD.bfet",,,,,,1.1
43,"OBD.bfet",5.2,6.7,58.4,24.4,4.1,
13,"MTD.ours0",0.1,2.46,24,55.26,18.18,0
13,"OBD.ours0",1.32,3.62,59.06,29.14,5.86,
13,"MTD.bf",0.14,2.32,22.74,56.68,18.12,0
13,"OBD.bf",1.18,3.84,58.26,29.66,6.28,
13,"MTD.ours1",0.18,2.24,22.96,54.54,20.08,0
13,"OBD.ours1",1.4,3.74,57.12,30.52,6.12,
13,"MTD.ours2",0.1,1.8,23.5,55.5,19.1,0
13,"OBD.ours2",1.14,3.98,58.06,30.08,5.74,
13,"MTD.ours3",0.12,2,22.2,55.88,19.8,0
13,"OBD.ours3",1.24,4.38,53.76,32,7.7,
13,"MTD.titeet",0.1,1.8,35.5,49.4,13.1,0.5
13,"OBD.titeet",7.7,11.4,50.4,22.4,7.5,
13,"MTD.tite12",0,1.7,18.4,39.7,39.7,0.54
13,"OBD.tite12",8.3,8.9,49.3,24.6,8.4,
13,"MTD.bfet",,,,,,1.1
13,"OBD.bfet",5.2,6.7,58.4,24.4,4.1,
9,"MTD.ours0",0.08,6.46,40.86,37.46,15.14,0
9,"OBD.ours0",7.16,52.08,27.68,11.2,1.84,
9,"MTD.bf",0.14,5.9,41.72,37.72,14.52,0
9,"OBD.bf",5.98,50.78,28.02,12.34,2.82,
9,"MTD.ours1",0.14,6.26,42.04,37.1,14.46,0
9,"OBD.ours1",8.48,53.28,25.98,10,2.2,
9,"MTD.ours2",0.16,5.72,41.26,38.24,14.62,0
9,"OBD.ours2",8.14,52.72,26.66,10.2,2.22,
9,"MTD.ours3",0.12,6.32,41.46,37.22,14.88,0
9,"OBD.ours3",7.48,50.66,26.34,12.14,3.26,
9,"MTD.titeet",0,17,46,28.3,8.6,0.3
9,"OBD.titeet",16.9,42.7,23.5,12.9,3.8,
9,"MTD.tite12",0,5.2,28.8,36.3,29.2,0.44
9,"OBD.tite12",12.2,41.9,24.6,15.6,5.2,
9,"MTD.bfet",,,,,,0.2
9,"OBD.bfet",8.7,51.9,27.2,10.1,2,
29,"MTD.ours0",0.06,6.34,41.82,37.14,14.64,0
29,"OBD.ours0",3.44,42.34,34.82,16.28,3.1,
29,"MTD.bf",0.14,5.9,41.72,37.72,14.52,0
29,"OBD.bf",2.78,40.4,35.9,16.82,4.04,
29,"MTD.ours1",0.12,5.44,42.46,37.6,14.38,0
29,"OBD.ours1",4.5,39.84,35.62,15.76,4.18,
29,"MTD.ours2",0.12,5.92,42.02,37.96,13.98,0
29,"OBD.ours2",4.02,39.6,35.72,16.68,3.94,
29,"MTD.ours3",0.12,6.2,41.8,37.18,14.7,0
29,"OBD.ours3",3.8,39.7,34.48,17.32,4.58,
29,"MTD.titeet",0,17,46,28.3,8.6,0.3
29,"OBD.titeet",16.9,42.7,23.5,12.9,3.8,
29,"MTD.tite12",0,5.2,28.8,36.3,29.2,0.44
29,"OBD.tite12",12.2,41.9,24.6,15.6,5.2,
29,"MTD.bfet",,,,,,0.2
29,"OBD.bfet",8.7,51.9,27.2,10.1,2,
19,"MTD.ours0",0.12,5.92,43.44,36.74,13.76,0.02
19,"OBD.ours0",4.02,46.04,32.6,14.7,2.54,
19,"MTD.bf",0.14,5.9,41.72,37.72,14.52,0
19,"OBD.bf",3.38,43.66,33.54,15.62,3.74,
19,"MTD.ours1",0.22,5.78,41.8,37.24,14.96,0
19,"OBD.ours1",5.04,44.04,33.44,13.96,3.4,
19,"MTD.ours2",0.12,5.58,42.2,37.16,14.94,0
19,"OBD.ours2",5.32,43.32,32.78,15.18,3.3,
19,"MTD.ours3",0.12,6.24,41.62,37.2,14.82,0
19,"OBD.ours3",4.46,42.88,32.52,15.7,4.32,
19,"MTD.titeet",0,17,46,28.3,8.6,0.3
19,"OBD.titeet",16.9,42.7,23.5,12.9,3.8,
19,"MTD.tite12",0,5.2,28.8,36.3,29.2,0.44
19,"OBD.tite12",12.2,41.9,24.6,15.6,5.2,
19,"MTD.bfet",,,,,,0.2
19,"OBD.bfet",8.7,51.9,27.2,10.1,2,
33,"MTD.ours0",0.1,1.92,23.72,56.38,17.88,0
33,"OBD.ours0",5.3,9.88,66.84,14.82,2.04,
33,"MTD.bf",0.14,2.32,22.74,56.68,18.12,0
33,"OBD.bf",9,9.08,62.02,15.64,3.48,
33,"MTD.ours1",0.08,2.28,23.18,55.78,18.66,0.02
33,"OBD.ours1",5.4,10.18,65.2,15.72,2.44,
33,"MTD.ours2",0.04,2.1,23.46,55,19.4,0
33,"OBD.ours2",4.88,10.26,66.1,15.24,2.68,
33,"MTD.ours3",0.12,2,22,56.02,19.86,0
33,"OBD.ours3",4.74,10.88,61.68,17.8,3.98,
33,"MTD.titeet",0.1,1.8,35.5,49.4,13.1,0.5
33,"OBD.titeet",7.7,11.4,50.4,22.4,7.5,
33,"MTD.tite12",0,1.7,18.4,39.7,39.7,0.54
33,"OBD.tite12",8.3,8.9,49.3,24.6,8.4,
33,"MTD.bfet",,,,,,1.1
33,"OBD.bfet",5.2,6.7,58.4,24.4,4.1,
28,"MTD.ours0",5.32,16.76,34.22,32,11.52,0.18
28,"OBD.ours0",37.72,29.24,20.58,9.72,2.56,
28,"MTD.bf",4.14,16.06,34.5,32.06,13.14,0.1
28,"OBD.bf",35.8,28.24,21.18,11.8,2.84,
28,"MTD.ours1",4.94,16.02,33.62,31.86,13.36,0.2
28,"OBD.ours1",37.08,27.7,20.52,11.44,3.02,
28,"MTD.ours2",4.5,16.12,34.26,31.8,13.04,0.28
28,"OBD.ours2",37.42,28,20.62,10.96,2.62,
28,"MTD.ours3",4.2,16.3,34.34,31.82,13.24,0.1
28,"OBD.ours3",35.98,26.7,21.06,12.32,3.76,
28,"MTD.titeet",16.7,29.5,30.6,18.5,4.5,0.1
28,"OBD.titeet",45.8,27.9,16.3,7.4,2.3,
28,"MTD.tite12",1.4,14.2,32.4,27.8,23.8,0.3
28,"OBD.tite12",36.5,27.6,18.7,12.5,4.4,
28,"MTD.bfet",,,,,,0.3
28,"OBD.bfet",50.4,27.7,15.3,5.3,1,
3,"MTD.ours0",0.08,2.28,23.28,55.74,18.62,0
3,"OBD.ours0",2.5,5.86,63.58,23.12,4.1,
3,"MTD.bf",0.14,2.32,22.74,56.68,18.12,0
3,"OBD.bf",2.5,5.3,62.98,23.12,5.32,
3,"MTD.ours1",0.14,2.26,21.98,56.06,19.56,0
3,"OBD.ours1",2.42,5.98,63.12,23.2,4.24,
3,"MTD.ours2",0.12,1.78,23.06,55.58,19.46,0
3,"OBD.ours2",2.1,5.44,64.54,22.6,4.28,
3,"MTD.ours3",0.12,2,22.2,55.88,19.8,0
3,"OBD.ours3",2.26,6.5,59.24,24.9,6.18,
3,"MTD.titeet",0.1,1.8,35.5,49.4,13.1,0.5
3,"OBD.titeet",7.7,11.4,50.4,22.4,7.5,
3,"MTD.tite12",0,1.7,18.4,39.7,39.7,0.54
3,"OBD.tite12",8.3,8.9,49.3,24.6,8.4,
3,"MTD.bfet",,,,,,1.1
3,"OBD.bfet",5.2,6.7,58.4,24.4,4.1,
49,"MTD.ours0",0.06,6.1,41.84,37.42,14.58,0
49,"OBD.ours0",24.86,56.68,13.72,4.22,0.48,
49,"MTD.bf",0.14,5.9,41.72,37.72,14.52,0
49,"OBD.bf",32.64,50.7,11.04,4.38,1.18,
49,"MTD.ours1",0.08,5.74,41.82,37.42,14.94,0
49,"OBD.ours1",23.54,58.06,14.18,3.7,0.42,
49,"MTD.ours2",0.14,6.08,40.86,37.94,14.98,0
49,"OBD.ours2",23.26,57.06,15.14,3.88,0.6,
49,"MTD.ours3",0.12,6.22,41.34,37.16,15.16,0
49,"OBD.ours3",22.88,57.32,14.56,4.32,0.8,
49,"MTD.titeet",0,17,46,28.3,8.6,0.3
49,"OBD.titeet",16.9,42.7,23.5,12.9,3.8,
49,"MTD.tite12",0,5.2,28.8,36.3,29.2,0.44
49,"OBD.tite12",12.2,41.9,24.6,15.6,5.2,
49,"MTD.bfet",,,,,,0.2
49,"OBD.bfet",8.7,51.9,27.2,10.1,2,
39,"MTD.ours0",0.12,5.52,42.08,37.8,14.48,0
39,"OBD.ours0",12.92,59.76,19.92,6.26,1.04,
39,"MTD.bf",0.14,5.9,41.72,37.72,14.52,0
39,"OBD.bf",12.54,57.02,20.12,8.38,1.88,
39,"MTD.ours1",0.14,6.02,40.9,38.6,14.32,0.02
39,"OBD.ours1",14.16,58.28,19.86,6.44,1.1,
39,"MTD.ours2",0.16,5.58,41.48,38.02,14.76,0
39,"OBD.ours2",14.1,57.18,20.46,7.02,1.16,
39,"MTD.ours3",0.12,6.36,41.28,37.08,15.16,0
39,"OBD.ours3",12.54,58.06,20.36,7.08,1.84,
39,"MTD.titeet",0,17,46,28.3,8.6,0.3
39,"OBD.titeet",16.9,42.7,23.5,12.9,3.8,
39,"MTD.tite12",0,5.2,28.8,36.3,29.2,0.44
39,"OBD.tite12",12.2,41.9,24.6,15.6,5.2,
39,"MTD.bfet",,,,,,0.2
39,"OBD.bfet",8.7,51.9,27.2,10.1,2,
38,"MTD.ours0",5.08,16.66,34.3,31.74,12.12,0.1
38,"OBD.ours0",52.22,29.06,13.54,4.44,0.6,
38,"MTD.bf",4.14,16.06,34.5,32.06,13.14,0.1
38,"OBD.bf",47.28,29,15.64,6.26,1.68,
38,"MTD.ours1",4.48,16.54,34.82,32.34,11.68,0.14
38,"OBD.ours1",51.84,29.04,13.84,4.54,0.54,
38,"MTD.ours2",4.42,15.78,34.22,32.6,12.9,0.08
38,"OBD.ours2",50.3,29.3,14.96,4.64,0.64,
38,"MTD.ours3",4.2,16.28,34.04,32.18,13.2,0.1
38,"OBD.ours3",49.28,28.7,14.34,6.36,1.14,
38,"MTD.titeet",16.7,29.5,30.6,18.5,4.5,0.1
38,"OBD.titeet",45.8,27.9,16.3,7.4,2.3,
38,"MTD.tite12",1.4,14.2,32.4,27.8,23.8,0.3
38,"OBD.tite12",36.5,27.6,18.7,12.5,4.4,
38,"MTD.bfet",,,,,,0.3
38,"OBD.bfet",50.4,27.7,15.3,5.3,1,
18,"MTD.ours0",5.4,17.18,33.94,31.28,12.04,0.16
18,"OBD.ours0",39.06,30.16,19.76,8.94,1.9,
18,"MTD.bf",4.14,16.06,34.5,32.06,13.14,0.1
18,"OBD.bf",36.74,28.96,20.54,10.9,2.72,
18,"MTD.ours1",4.36,16.34,34.82,30.76,13.5,0.22
18,"OBD.ours1",39.1,28.7,20.04,9.48,2.42,
18,"MTD.ours2",4.68,16.06,35.76,30.7,12.62,0.18
18,"OBD.ours2",39.1,28.76,20.62,9.58,1.66,
18,"MTD.ours3",4.18,16.38,34.36,31.98,13,0.1
18,"OBD.ours3",37.24,28.14,19.68,11.38,3.38,
18,"MTD.titeet",16.7,29.5,30.6,18.5,4.5,0.1
18,"OBD.titeet",45.8,27.9,16.3,7.4,2.3,
18,"MTD.tite12",1.4,14.2,32.4,27.8,23.8,0.3
18,"OBD.tite12",36.5,27.6,18.7,12.5,4.4,
18,"MTD.bfet",,,,,,0.3
18,"OBD.bfet",50.4,27.7,15.3,5.3,1,
40,"MTD.ours0",0.98,6.62,24.4,31.88,36.1,0.02
40,"OBD.ours0",9.96,51.4,21.84,12.42,3.98,
40,"MTD.bf",0.84,6.88,24.04,33.08,35.16,0
40,"OBD.bf",9.18,48.44,23,14.18,5.1,
40,"MTD.ours1",0.98,6.3,24.08,32.76,35.88,0
40,"OBD.ours1",10.5,50.72,21.52,13.46,3.6,
40,"MTD.ours2",1.3,6.62,23.7,32.52,35.82,0.04
40,"OBD.ours2",10.28,50.62,22.16,12.96,3.66,
40,"MTD.ours3",0.8,6.78,23.66,32.16,36.6,0
40,"OBD.ours3",8.9,50.16,22.62,13.48,4.62,
40,"MTD.titeet",0.3,23.4,33.2,27.1,16,0.5
40,"OBD.titeet",11.8,44.1,23.4,13.7,6.6,
40,"MTD.tite12",0.2,4.8,18.6,29.2,47.1,0.24
40,"OBD.tite12",8.1,37.5,23.3,20.4,10.4,
40,"MTD.bfet",,,,,,0.9
40,"OBD.bfet",8.8,47.7,25.6,12.6,4.5,
30,"MTD.ours0",1.36,6.5,25.04,32.68,34.42,0
30,"OBD.ours0",3,40.36,28.92,19.1,8.28,
30,"MTD.bf",0.84,6.88,24.04,33.08,35.16,0
30,"OBD.bf",2.74,38.98,29.76,19.24,9.18,
30,"MTD.ours1",0.94,6,24.58,32.36,36.08,0.04
30,"OBD.ours1",2.84,39.32,28.6,19.42,9.6,
30,"MTD.ours2",1.06,6.64,22.78,30.84,38.68,0
30,"OBD.ours2",3.6,37.64,28.68,19.44,10.3,
30,"MTD.ours3",0.8,6.84,23.58,32.26,36.52,0
30,"OBD.ours3",2.66,37.46,28.98,20.14,10.54,
30,"MTD.titeet",0.3,23.4,33.2,27.1,16,0.5
30,"OBD.titeet",11.8,44.1,23.4,13.7,6.6,
30,"MTD.tite12",0.2,4.8,18.6,29.2,47.1,0.24
30,"OBD.tite12",8.1,37.5,23.3,20.4,10.4,
30,"MTD.bfet",,,,,,0.9
30,"OBD.bfet",8.8,47.7,25.6,12.6,4.5,
20,"MTD.ours0",1.2,6.12,25.06,32.28,35.32,0.02
20,"OBD.ours0",3.48,41.7,28.52,17.98,8.02,
20,"MTD.bf",0.84,6.88,24.04,33.08,35.16,0
20,"OBD.bf",2.92,40.52,28.68,18.78,9,
20,"MTD.ours1",1.04,7,23.7,31.56,36.68,0.02
20,"OBD.ours1",3.4,42.06,28.06,18.04,8.1,
20,"MTD.ours2",1.28,7.04,24.38,31.08,36.16,0.06
20,"OBD.ours2",3.3,42.48,28.52,17.26,8.02,
20,"MTD.ours3",0.8,6.78,23.64,32.22,36.56,0
20,"OBD.ours3",2.94,39.1,28.28,19.38,10.08,
20,"MTD.titeet",0.3,23.4,33.2,27.1,16,0.5
20,"OBD.titeet",11.8,44.1,23.4,13.7,6.6,
20,"MTD.tite12",0.2,4.8,18.6,29.2,47.1,0.24
20,"OBD.tite12",8.1,37.5,23.3,20.4,10.4,
20,"MTD.bfet",,,,,,0.9
20,"OBD.bfet",8.8,47.7,25.6,12.6,4.5,
50,"MTD.ours0",0.98,6.48,24.32,32.02,36.18,0.02
50,"OBD.ours0",18.64,50.02,18.42,10.02,2.38,
50,"MTD.bf",0.84,6.88,24.04,33.08,35.16,0
50,"OBD.bf",25.08,44.2,17.16,9.92,3.54,
50,"MTD.ours1",1.26,6.42,24.02,32.18,36.1,0.02
50,"OBD.ours1",19.32,50.74,18,8.92,2.66,
50,"MTD.ours2",1.48,6.36,24.48,32.48,35.16,0.04
50,"OBD.ours2",19.04,50.3,18.68,9.44,2.16,
50,"MTD.ours3",0.8,6.72,23.9,32.16,36.42,0
50,"OBD.ours3",18.62,49.74,18.78,10.04,2.6,
50,"MTD.titeet",0.3,23.4,33.2,27.1,16,0.5
50,"OBD.titeet",11.8,44.1,23.4,13.7,6.6,
50,"MTD.tite12",0.2,4.8,18.6,29.2,47.1,0.24
50,"OBD.tite12",8.1,37.5,23.3,20.4,10.4,
50,"MTD.bfet",,,,,,0.9
50,"OBD.bfet",8.8,47.7,25.6,12.6,4.5,
8,"MTD.ours0",4.46,16.54,34.24,32.18,12.5,0.08
8,"OBD.ours0",43.62,30.88,16.92,7.1,1.4,
8,"MTD.bf",4.14,16.06,34.5,32.06,13.14,0.1
8,"OBD.bf",41.22,29.24,18.3,8.84,2.26,
8,"MTD.ours1",4.64,15.1,35.18,32.2,12.64,0.24
8,"OBD.ours1",43.38,29.78,18.04,6.98,1.56,
8,"MTD.ours2",4.46,15.56,34.76,32.76,12.36,0.1
8,"OBD.ours2",44.46,29.6,17,7.38,1.4,
8,"MTD.ours3",4.18,16.34,34.26,31.84,13.28,0.1
8,"OBD.ours3",43.6,28.12,17,8.62,2.48,
8,"MTD.titeet",16.7,29.5,30.6,18.5,4.5,0.1
8,"OBD.titeet",45.8,27.9,16.3,7.4,2.3,
8,"MTD.tite12",1.4,14.2,32.4,27.8,23.8,0.3
8,"OBD.tite12",36.5,27.6,18.7,12.5,4.4,
8,"MTD.bfet",,,,,,0.3
8,"OBD.bfet",50.4,27.7,15.3,5.3,1,
10,"MTD.ours0",1.18,6.74,24.04,32.26,35.76,0.02
10,"OBD.ours0",5.5,45.42,27.1,15.76,5.86,
10,"MTD.bf",0.84,6.88,24.04,33.08,35.16,0
10,"OBD.bf",4.46,45.12,26.44,16.6,7.28,
10,"MTD.ours1",1.16,6,24.8,31.92,36.06,0.06
10,"OBD.ours1",5.44,46.04,25.16,16.1,6.78,
10,"MTD.ours2",1.14,6.64,24,30.72,37.46,0.04
10,"OBD.ours2",5.38,46.02,24.94,16.88,6.5,
10,"MTD.ours3",0.82,6.74,23.7,32.14,36.6,0
10,"OBD.ours3",4.68,44.92,25.64,16.78,7.76,
10,"MTD.titeet",0.3,23.4,33.2,27.1,16,0.5
10,"OBD.titeet",11.8,44.1,23.4,13.7,6.6,
10,"MTD.tite12",0.2,4.8,18.6,29.2,47.1,0.24
10,"OBD.tite12",8.1,37.5,23.3,20.4,10.4,
10,"MTD.bfet",,,,,,0.9
10,"OBD.bfet",8.8,47.7,25.6,12.6,4.5,
