"setting.idx","method","Dose 1","Dose 2","Dose 3","Dose 4","Dose 5","early.stop"
79,"OBD.titeet",16.1,43.8,23.2,12.8,4,
79,"MTD.tite12",0,2.1,17.6,37,43.4,0.02
79,"OBD.tite12",11.3,40.9,25.6,15.5,6.7,
79,"MTD.bfet",,,,,,0.1
79,"OBD.bfet",9,46.4,28,13.7,2.7,
68,"MTD.ours0",5.02,16.28,33.3,31.28,14,0.12
68,"OBD.ours0",44.62,28.16,17.6,7.5,1.94,
68,"MTD.bf",4.38,15.76,33.3,33.06,13.4,0.1
68,"OBD.bf",42.12,29.24,18.78,8.16,1.56,
68,"MTD.ours1",4.88,15.4,32.66,31.3,15.68,0.08
68,"OBD.ours1",43.28,29.34,17.28,8.3,1.7,
68,"MTD.ours2",4.96,15.4,31.96,31.82,15.76,0.1
68,"OBD.ours2",41.64,29.18,18.92,8.54,1.58,
68,"MTD.ours3",4.54,15.44,31.72,32.5,15.7,0.1
68,"OBD.ours3",42.94,29.3,17.46,8.42,1.74,
68,"MTD.titeet",16.8,29.8,31.8,16.9,4.4,0.2
68,"OBD.titeet",45.5,28,16.8,7.3,2.2,
68,"MTD.tite12",0.9,5.5,30.1,27.7,35.8,0.02
68,"OBD.tite12",35.5,26.9,19.7,12.4,5.5,
68,"MTD.bfet",,,,,,0.3
68,"OBD.bfet",43.8,27.5,17.5,8.9,2.1,
251,"MTD.ours0",36.18,46,13.4,2.74,0.3,1.38
251,"OBD.ours0",71.66,22.28,3.62,0.48,0.04,
251,"MTD.bf",35.92,46.82,13.2,2.26,0.44,1.36
251,"OBD.bf",71.38,21.64,4.56,0.62,0.14,
251,"MTD.ours1",35.5,45.68,14.64,2.44,0.5,1.24
251,"OBD.ours1",72.52,21.6,3.62,0.44,0.12,
251,"MTD.ours2",35.44,47.02,13.74,2.26,0.48,1.06
251,"OBD.ours2",73.46,21.2,3.22,0.38,0.12,
251,"MTD.ours3",35.86,45.68,13.24,3.32,0.62,1.28
251,"OBD.ours3",71.48,21.3,4,0.98,0.22,
251,"MTD.titeet",34.3,47,14.2,3,0.4,1.7
251,"OBD.titeet",60.3,25.8,9.1,2.6,0.5,
251,"MTD.tite12",9.2,28.5,33.3,17.2,11.3,0.54
251,"OBD.tite12",52.9,28.3,11.6,5,1.6,
251,"MTD.bfet",,,,,,2.4
251,"OBD.bfet",70.1,22.1,4.5,0.8,0.1,
88,"MTD.ours0",4.66,15.36,32.88,32.24,14.68,0.18
88,"OBD.ours0",43.84,28.68,17.5,8.26,1.52,
88,"MTD.bf",4.36,15.8,34.28,31.96,13.5,0.1
88,"OBD.bf",42.1,29.12,18.66,7.88,2.1,
88,"MTD.ours1",4.94,15.76,32.4,31.84,14.9,0.16
88,"OBD.ours1",42.48,28.82,18.28,8.58,1.64,
88,"MTD.ours2",5,16.44,32.52,32,13.76,0.28
88,"OBD.ours2",43.46,30.24,16.44,8.12,1.44,
88,"MTD.ours3",4.62,16,31.72,31.9,15.64,0.12
88,"OBD.ours3",41.24,28.46,18.9,9.2,2,
88,"MTD.titeet",16.9,29.6,32,16.7,4.7,0.1
88,"OBD.titeet",45.5,27.3,16,8.3,2.8,
88,"MTD.tite12",0.8,5.5,29.2,27.6,36.9,0
88,"OBD.tite12",35,26.3,20.3,13,5.4,
88,"MTD.bfet",,,,,,0.2
88,"OBD.bfet",43.8,27.1,18.4,8.7,1.8,
78,"MTD.ours0",5.04,14.62,33.58,32.38,14.2,0.18
78,"OBD.ours0",41.22,29.98,18.92,7.9,1.8,
78,"MTD.bf",4.54,15.36,33.58,32.6,13.82,0.1
78,"OBD.bf",42.18,28.46,19.38,8.02,1.82,
78,"MTD.ours1",5.22,15.42,33.38,31.24,14.42,0.32
78,"OBD.ours1",44.3,28.48,17.78,7.7,1.4,
78,"MTD.ours2",5.32,15.94,34.04,30.42,14.16,0.12
78,"OBD.ours2",45.2,28.72,17.24,7.1,1.54,
78,"MTD.ours3",4.4,16.52,31.08,32.58,15.3,0.12
78,"OBD.ours3",41.52,28.56,19.1,8.76,1.82,
78,"MTD.titeet",17.4,29.9,31.6,16.2,4.8,0.2
78,"OBD.titeet",45.9,27.6,16.6,7.7,2,
78,"MTD.tite12",1,5.4,29.6,28.8,35.1,0.02
78,"OBD.tite12",35.3,27.3,18.9,12.8,5.7,
78,"MTD.bfet",,,,,,0.3
78,"OBD.bfet",43.2,28.1,17.6,8.8,2,
89,"MTD.ours0",0.2,6.32,39.68,37.2,16.6,0
89,"OBD.ours0",7.24,50.84,28.06,11.66,2.08,
89,"MTD.bf",0.14,6.06,40.88,37.6,15.32,0
89,"OBD.bf",7.7,49.38,28.46,11.82,2.6,
89,"MTD.ours1",0.14,5.66,39.26,37.44,17.5,0
89,"OBD.ours1",7.5,51.14,27.08,11.56,2.58,
89,"MTD.ours2",0.08,5.74,40.04,37.24,16.9,0
89,"OBD.ours2",8.82,50.3,26.84,11.08,2.82,
89,"MTD.ours3",0.14,5.9,38.44,37.52,18,0
89,"OBD.ours3",8.66,47.62,27.78,12.86,2.94,
89,"MTD.titeet",0,16.7,45.3,28.1,9.9,0.1
89,"OBD.titeet",16.6,43.1,24,12.2,4,
89,"MTD.tite12",0,2,17.6,35.8,44.5,0.06
89,"OBD.tite12",11.8,40.5,24.8,16.4,6.4,
89,"MTD.bfet",,,,,,0.1
89,"OBD.bfet",7.6,47.9,28.4,13.6,2.5,
38,"MTD.ours0",4.82,15.8,32.44,32.38,14.48,0.08
38,"OBD.ours0",43.36,28.42,18.72,7.58,1.78,
38,"MTD.bf",4.44,15.22,32.92,33.16,14.16,0.1
38,"OBD.bf",41.92,28.92,19.08,8.32,1.62,
38,"MTD.ours1",5.2,15.72,32.08,31.3,15.58,0.12
38,"OBD.ours1",43.12,30.04,16.78,8.14,1.76,
38,"MTD.ours2",4.74,15.72,32.56,31.2,15.7,0.08
38,"OBD.ours2",42.84,29.1,17.88,8.14,1.94,
38,"MTD.ours3",4.38,15.08,32.68,32.16,15.58,0.12
38,"OBD.ours3",43.04,29.16,17.46,8.36,1.82,
38,"MTD.titeet",15.7,31.1,32.3,16.8,4,0.1
38,"OBD.titeet",44.6,28.9,16.6,7.6,2.1,
38,"MTD.tite12",1,5.9,30,28.7,34.4,0.02
38,"OBD.tite12",36.5,27.7,17.6,13.1,5.1,
38,"MTD.bfet",,,,,,0.3
38,"OBD.bfet",43.6,27.4,17.5,9.1,2.1,
95,"MTD.ours0",1.6,20.42,51.08,21.36,5.52,0.02
95,"OBD.ours0",15.12,20.6,51.58,7.9,1.3,
95,"MTD.bf",1.48,22.34,50.22,21.82,4.14,0
95,"OBD.bf",18.1,21.72,48.96,7.56,1.3,
95,"MTD.ours1",1.86,20.72,50.44,21.36,5.6,0.02
95,"OBD.ours1",15.72,22.02,49.48,7.94,1.28,
95,"MTD.ours2",2.06,21.6,50.94,20.38,4.98,0.04
95,"OBD.ours2",15.56,21.6,50.66,7.46,1.08,
95,"MTD.ours3",1.64,22,48.44,22.86,5.06,0
95,"OBD.ours3",19.12,22.48,45.74,8.3,1.1,
95,"MTD.titeet",1.1,19.8,56.1,19.5,3.4,1.5
95,"OBD.titeet",19.9,14.5,45.1,15.2,3.8,
95,"MTD.tite12",0.2,6.6,31.2,29.1,32.4,0.5
95,"OBD.tite12",18,16.8,43.9,15.1,5.8,
95,"MTD.bfet",,,,,,2.1
95,"OBD.bfet",16.8,18.3,50.5,10,2.3,
261,"MTD.ours0",37.12,45.94,13.48,1.84,0.36,1.26
261,"OBD.ours0",72.62,21.94,3.26,0.38,0.02,
261,"MTD.bf",35.82,46.38,14.04,2.12,0.32,1.32
261,"OBD.bf",71.84,21.34,4.52,0.5,0.16,
261,"MTD.ours1",36.04,45.78,13.78,2.78,0.34,1.28
261,"OBD.ours1",72.52,21.38,3.62,0.66,0,
261,"MTD.ours2",35.72,45.7,14.48,2.74,0.28,1.08
261,"OBD.ours2",72.82,21.64,3.26,0.6,0.06,
261,"MTD.ours3",35.1,47.38,12.92,2.96,0.4,1.24
261,"OBD.ours3",72.1,20.72,3.94,1.16,0.16,
261,"MTD.titeet",35.7,45.8,14.4,3,0.4,1.3
261,"OBD.titeet",61.2,25.3,9.2,2.4,0.5,
261,"MTD.tite12",9.4,29.2,32.8,16.3,11.8,0.52
261,"OBD.tite12",53.2,27.3,12.2,5.2,1.6,
261,"MTD.bfet",,,,,,1.7
261,"OBD.bfet",72,21.3,4.2,0.6,0,
90,"MTD.ours0",1,6.4,23.88,30.66,38.06,0
90,"OBD.ours0",5.16,44.66,26.4,16.8,6.76,
90,"MTD.bf",0.94,6.94,23.04,32,37.08,0
90,"OBD.bf",5.72,44.4,26.76,16.24,6.76,
90,"MTD.ours1",1.24,6.84,22.44,29.54,39.92,0.02
90,"OBD.ours1",5.48,43.34,26.06,17.3,7.4,
90,"MTD.ours2",1.28,6.86,22.38,31.68,37.76,0.04
90,"OBD.ours2",5.58,44.34,25,16.74,8,
90,"MTD.ours3",1,6.72,23.5,30.62,38.16,0
90,"OBD.ours3",6.36,42.24,26.66,17.32,7.24,
90,"MTD.titeet",0.3,21.6,35.3,26.2,16.6,0.3
90,"OBD.titeet",11.7,42.3,24.8,14.4,6.5,
90,"MTD.tite12",0.1,2.2,9.7,28,60.1,0
90,"OBD.tite12",7.8,35.3,24,20.6,12.2,
90,"MTD.bfet",,,,,,0.8
90,"OBD.bfet",6.3,42.1,27.3,16.9,6.6,
181,"MTD.ours0",36.16,43.9,14.88,2.96,0.62,1.48
181,"OBD.ours0",72.72,20.34,4.34,0.66,0.06,
181,"MTD.bf",35.3,45.82,14,3.06,0.52,1.3
181,"OBD.bf",71.32,21.96,4.14,0.9,0,
181,"MTD.ours1",35.34,44.06,15.32,3.34,0.72,1.22
181,"OBD.ours1",71.46,21.32,4.34,0.72,0.16,
181,"MTD.ours2",35.5,44.38,14.9,3.26,0.48,1.48
181,"OBD.ours2",71.96,21.64,3.46,0.68,0.08,
181,"MTD.ours3",34.5,43.8,15.26,4.32,0.84,1.28
181,"OBD.ours3",70.68,21.36,4.78,1.22,0.1,
181,"MTD.titeet",35.7,46,14.2,2.8,0.4,1.2
181,"OBD.titeet",60.7,24.7,9.6,3.2,0.5,
181,"MTD.tite12",8.9,27.3,33.3,17.6,12.3,0.6
181,"OBD.tite12",51.8,28.9,11.8,5.2,1.7,
181,"MTD.bfet",,,,,,1.6
181,"OBD.bfet",68.1,23.5,5.6,0.9,0.2,
231,"MTD.ours0",37.1,45.7,13.7,1.94,0.36,1.2
231,"OBD.ours0",72.18,22.4,3.28,0.34,0.02,
231,"MTD.bf",35.86,46.3,14.08,2.1,0.34,1.32
231,"OBD.bf",71.9,21.3,4.5,0.5,0.16,
231,"MTD.ours1",35.84,45.24,14.6,2.76,0.38,1.18
231,"OBD.ours1",71.92,22.12,3.68,0.46,0.06,
231,"MTD.ours2",35.36,46.28,14.42,2.34,0.28,1.32
231,"OBD.ours2",71.92,21.82,3.68,0.68,0.02,
231,"MTD.ours3",35.28,47.08,13.08,2.94,0.38,1.24
231,"OBD.ours3",72.1,20.76,4.08,1,0.16,
231,"MTD.titeet",36,44.8,14.7,3.4,0.4,1.1
231,"OBD.titeet",60.2,25.9,9.6,2.6,0.5,
231,"MTD.tite12",9.1,28.3,32.1,17.3,12.6,0.66
231,"OBD.tite12",52.5,27.6,12.1,5.4,1.7,
231,"MTD.bfet",,,,,,1.3
231,"OBD.bfet",72.3,21.2,4.4,0.7,0.1,
30,"MTD.ours0",1.2,6.36,23.82,31.44,37.16,0.02
30,"OBD.ours0",5.36,45.12,26.5,16.16,6.56,
30,"MTD.bf",0.94,6.9,23.16,31.94,37.06,0
30,"OBD.bf",5.8,44.3,26.88,16.16,6.74,
30,"MTD.ours1",1.38,6.46,22.96,30.6,38.6,0
30,"OBD.ours1",5.48,44.76,25.88,16.68,6.8,
30,"MTD.ours2",1.38,6.34,23.46,32,36.8,0.02
30,"OBD.ours2",5.96,43.6,26.34,16.9,6.84,
30,"MTD.ours3",1,6.72,23.36,30.72,38.2,0
30,"OBD.ours3",6.24,41.74,27.04,17.52,7.28,
30,"MTD.titeet",0.3,22.1,32.6,27.4,17.5,0.2
30,"OBD.titeet",13.3,42,22,14.8,7.7,
30,"MTD.tite12",0.1,2.3,9.8,26.9,60.9,0.06
30,"OBD.tite12",8.3,34.3,23.4,21.3,12.7,
30,"MTD.bfet",,,,,,0.7
30,"OBD.bfet",6.2,41.5,27.9,16.4,7.3,
135,"MTD.ours0",1.74,22.5,51.02,20.98,3.74,0.02
135,"OBD.ours0",14.54,22.26,51.42,7.06,1,
135,"MTD.bf",1.44,21.82,52.06,20.62,4.06,0
135,"OBD.bf",15.86,21.3,52.2,7.28,1.14,
135,"MTD.ours1",1.92,22.18,50.02,21.12,4.76,0
135,"OBD.ours1",15.48,21.1,49.9,8.26,1.28,
135,"MTD.ours2",1.34,21.58,51.08,21.18,4.8,0.02
135,"OBD.ours2",15.36,20.62,51.24,7.82,1.22,
135,"MTD.ours3",1.72,21.8,49.9,21.48,5.1,0
135,"OBD.ours3",15.02,20.52,50.18,9.08,1.52,
135,"MTD.titeet",1.2,19.2,57,19,3.7,1.8
135,"OBD.titeet",18.9,15.8,45,14.3,4.2,
135,"MTD.tite12",0.2,5.9,30.1,29,34.1,0.74
135,"OBD.tite12",16.4,16.3,43.3,16.3,6.8,
135,"MTD.bfet",,,,,,2.5
135,"OBD.bfet",16.7,19,49.5,10.3,2,
20,"MTD.ours0",1.36,6.58,22.16,31.92,37.98,0
20,"OBD.ours0",5.5,43.5,26.72,16.58,7.32,
20,"MTD.bf",0.94,6.38,23.44,31.68,37.56,0
20,"OBD.bf",6.8,44.28,26.8,15.2,6.8,
20,"MTD.ours1",1.28,6.86,23.82,30.4,37.64,0
20,"OBD.ours1",6.14,44.34,26.54,16.24,6.5,
20,"MTD.ours2",1.08,6.22,23.24,30.98,38.48,0
20,"OBD.ours2",6.16,43.3,26.38,17.18,6.76,
20,"MTD.ours3",1.04,6.28,22.72,30.78,39.18,0
20,"OBD.ours3",7.02,41.46,27.02,17.24,6.92,
20,"MTD.titeet",0.3,21.5,33.9,27.7,16.5,0.2
20,"OBD.titeet",12.7,42.1,22.8,15.3,7,
20,"MTD.tite12",0.1,2.4,9.3,27.6,60.5,0.02
20,"OBD.tite12",8,35.9,23.6,19.7,12.7,
20,"MTD.bfet",,,,,,0.8
20,"OBD.bfet",7.1,41.7,26.2,16.6,7.6,
175,"MTD.ours0",1.86,22.02,52.12,20.36,3.58,0.06
175,"OBD.ours0",14.92,21.42,51.78,7.02,1.12,
175,"MTD.bf",1.5,22.14,52.28,20.08,4,0
175,"OBD.bf",15.28,21.9,51.46,7.88,1.24,
175,"MTD.ours1",1.94,21.2,51.98,20.42,4.4,0.06
175,"OBD.ours1",15.14,20.18,51.02,8.1,1.14,
175,"MTD.ours2",2.3,21.8,52.94,18.84,4.08,0.04
175,"OBD.ours2",15.6,20.22,51.2,7.64,1.08,
175,"MTD.ours3",1.44,22.24,50.9,21.56,3.86,0
175,"OBD.ours3",15.28,20.4,50.32,9.06,1.16,
175,"MTD.titeet",1.1,20,55.6,19.8,3.5,1.9
175,"OBD.titeet",19.2,16.4,44.2,14.7,3.5,
175,"MTD.tite12",0.2,7.5,30.4,29,32.5,0.46
175,"OBD.tite12",17.6,17,42.6,15.9,6.5,
175,"MTD.bfet",,,,,,2.4
175,"OBD.bfet",18.1,19.3,49.8,9.1,1.3,
211,"MTD.ours0",36.4,44.32,14.94,2.46,0.5,1.38
211,"OBD.ours0",73.02,20.66,3.7,0.68,0.06,
211,"MTD.bf",35.7,45.88,13.68,3.06,0.4,1.28
211,"OBD.bf",71.18,21.98,4.48,0.54,0.16,
211,"MTD.ours1",34.8,44.7,15.36,3.28,0.6,1.26
211,"OBD.ours1",71.3,22.66,3.7,0.48,0.12,
211,"MTD.ours2",36.16,43.96,14.72,3.24,0.66,1.26
211,"OBD.ours2",72.68,20.86,3.62,0.8,0.08,
211,"MTD.ours3",35,44.46,15.12,3.5,0.62,1.3
211,"OBD.ours3",71.48,21.3,4.24,0.88,0.1,
211,"MTD.titeet",34.8,46.2,14.4,3.1,0.4,1.6
211,"OBD.titeet",59,26.6,9.3,3,0.6,
211,"MTD.tite12",9.6,28.9,33.2,15.7,12,0.58
211,"OBD.tite12",53.1,27.6,12,5.1,1.6,
211,"MTD.bfet",,,,,,2.6
211,"OBD.bfet",68.4,22.8,5.3,0.8,0.2,
145,"MTD.ours0",1.82,22.24,51.76,20.56,3.56,0.06
145,"OBD.ours0",14.96,20.94,51.62,7.26,1.06,
145,"MTD.bf",1.5,22.12,52.34,20.06,3.98,0
145,"OBD.bf",15.24,21.94,51.56,7.78,1.24,
145,"MTD.ours1",1.68,22.64,51,20.2,4.46,0.02
145,"OBD.ours1",15.94,20.8,50.44,7.8,1.04,
145,"MTD.ours2",2.18,21.38,52.28,20.12,4.02,0.02
145,"OBD.ours2",15.26,21.2,50.6,8.16,0.96,
145,"MTD.ours3",1.48,22.24,50.84,21.6,3.84,0
145,"OBD.ours3",15.2,20.62,50.26,9,1.12,
145,"MTD.titeet",1.2,19.2,57.1,19,3.5,2.2
145,"OBD.titeet",20.5,15,45.2,13.5,3.7,
145,"MTD.tite12",0.2,6.8,29.5,29.2,33.5,0.74
145,"OBD.tite12",17.8,17,42.5,15.5,6.4,
145,"MTD.bfet",,,,,,2.2
145,"OBD.bfet",17.3,19.1,50.7,9.3,1.4,
105,"MTD.ours0",1.78,21.98,52.2,20,4.02,0.02
105,"OBD.ours0",14.78,21.8,51.66,6.88,1.1,
105,"MTD.bf",1.46,21.8,52.02,20.7,4.02,0
105,"OBD.bf",15.88,21.2,52.4,7.16,1.16,
105,"MTD.ours1",1.92,22,49.22,21.54,5.3,0.02
105,"OBD.ours1",15.76,20.66,49.92,8.44,1.38,
105,"MTD.ours2",1.94,21.8,50.32,21.48,4.44,0.02
105,"OBD.ours2",15.7,21.14,50.14,8.28,1.08,
105,"MTD.ours3",1.7,21.82,50.02,21.62,4.84,0
105,"OBD.ours3",15.08,20.36,50.38,8.92,1.46,
105,"MTD.titeet",1.3,19.4,55.3,20.2,3.8,1.6
105,"OBD.titeet",19.8,15.5,45.1,14.1,3.9,
105,"MTD.tite12",0.2,5.9,30.9,29.6,32.8,0.6
105,"OBD.tite12",17.2,16.9,43.5,15.6,6.2,
105,"MTD.bfet",,,,,,2.3
105,"OBD.bfet",16.5,18.8,50,10.5,1.9,
112,"MTD.ours0",2.68,33.22,46.58,14.38,3.14,0
112,"OBD.ours0",16.32,58.54,20.74,3.2,0.46,
112,"MTD.bf",2.7,34.56,45.16,14.56,3.02,0
112,"OBD.bf",15.58,57.4,21.58,4.14,0.76,
112,"MTD.ours1",2.72,33.96,44.76,15.18,3.38,0
112,"OBD.ours1",16.72,57.74,20.64,3.34,0.52,
112,"MTD.ours2",2.64,33.34,45.64,15.52,2.84,0.02
112,"OBD.ours2",17.08,57.42,20.38,3.62,0.6,
112,"MTD.ours3",2.58,33.96,44.38,15.86,3.22,0
112,"OBD.ours3",16.3,55.38,21.52,5.24,0.68,
112,"MTD.titeet",1.9,41.2,41.5,12.5,2.8,1.3
112,"OBD.titeet",20.7,46.2,21.5,8.2,2.2,
112,"MTD.tite12",0.5,11,30.9,31,26.3,0.38
112,"OBD.tite12",18.5,42.7,23.8,10.5,4.1,
112,"MTD.bfet",,,,,,0.9
112,"OBD.bfet",16.7,55.2,21.5,4.9,0.8,
115,"MTD.ours0",1.7,21.94,52.88,19.52,3.92,0.04
115,"OBD.ours0",15.02,20.76,52.34,7.08,0.92,
115,"MTD.bf",1.5,22.12,52.34,20.06,3.98,0
115,"OBD.bf",15.24,21.96,51.54,7.78,1.24,
115,"MTD.ours1",1.7,21.42,51.6,20.52,4.74,0.02
115,"OBD.ours1",14.96,20.56,51.16,8.48,1.14,
115,"MTD.ours2",1.8,22.94,51.42,19.82,4,0.02
115,"OBD.ours2",16.08,20.98,50.48,7.38,1.06,
115,"MTD.ours3",1.44,22.38,50.54,21.64,4,0
115,"OBD.ours3",15.22,20.44,49.88,9.28,1.3,
115,"MTD.titeet",1.1,20.3,55.9,19,3.8,1.9
115,"OBD.titeet",20,16.4,44.4,13.6,3.7,
115,"MTD.tite12",0.3,6.5,30.2,28.6,33.6,0.86
115,"OBD.tite12",17.2,16.8,42.4,16.4,6.4,
115,"MTD.bfet",,,,,,2
115,"OBD.bfet",16.7,18.8,51.8,9.3,1.4,
241,"MTD.ours0",36.98,44.62,14.12,2.8,0.38,1.1
241,"OBD.ours0",72.1,21.82,3.76,0.48,0.04,
241,"MTD.bf",35.8,46.12,13.76,2.64,0.36,1.32
241,"OBD.bf",70.98,22.28,4.3,0.76,0.06,
241,"MTD.ours1",34.88,45.38,14.62,3.34,0.64,1.14
241,"OBD.ours1",73.34,20.76,3.68,0.68,0.1,
241,"MTD.ours2",36.2,43.88,14.46,3.58,0.8,1.08
241,"OBD.ours2",70.44,23.18,3.94,0.6,0.18,
241,"MTD.ours3",34.76,45.22,14.4,3.54,0.76,1.32
241,"OBD.ours3",71.04,21.38,4.54,1.04,0.12,
241,"MTD.titeet",35.8,44.7,14.4,3.4,0.5,1.7
241,"OBD.titeet",59.4,25.8,9.5,3.2,0.6,
241,"MTD.tite12",8.8,28.8,33.8,16.5,11.4,0.7
241,"OBD.tite12",52.9,28.2,11.7,5.2,1.4,
241,"MTD.bfet",,,,,,3.6
241,"OBD.bfet",67.5,22.8,5,1,0.1,
172,"MTD.ours0",3.06,34.3,44.58,14.46,3.6,0
172,"OBD.ours0",17.04,58.8,19.3,3.44,0.44,
172,"MTD.bf",2.7,34.6,45.16,14.54,3,0
172,"OBD.bf",15.6,57.24,21.7,4.16,0.76,
172,"MTD.ours1",2.7,34.24,43.96,15.34,3.76,0
172,"OBD.ours1",16.58,57.16,20.38,4,0.9,
172,"MTD.ours2",3,34.14,45.14,14.66,3.06,0
172,"OBD.ours2",17.44,56.56,20.42,4.04,0.54,
172,"MTD.ours3",2.62,33.9,44.28,15.88,3.32,0
172,"OBD.ours3",16.36,55.14,21.66,5.08,0.86,
172,"MTD.titeet",2.1,40.4,41.1,13.7,2.6,1.3
172,"OBD.titeet",20.6,46.6,21.3,8.4,1.8,
172,"MTD.tite12",0.3,11.6,31.2,30.4,26.3,0.2
172,"OBD.tite12",18.5,42.3,24.5,10.8,3.7,
172,"MTD.bfet",,,,,,1.1
172,"OBD.bfet",18.2,55.1,20.3,4.5,0.8,
125,"MTD.ours0",2.1,21.86,51.06,20.96,4.02,0
125,"OBD.ours0",15.76,22,50.52,7.2,0.78,
125,"MTD.bf",1.52,22.24,50.74,21.7,3.8,0
125,"OBD.bf",17,21.08,51.12,7.46,1.2,
125,"MTD.ours1",2.3,20.98,50.18,21.64,4.9,0
125,"OBD.ours1",16.3,21.1,50.44,7.54,1.2,
125,"MTD.ours2",1.96,21.96,49.8,21.22,5.06,0
125,"OBD.ours2",16.18,21.96,49.44,7.5,1.14,
125,"MTD.ours3",1.52,22.52,48.62,21.84,5.5,0
125,"OBD.ours3",18.58,22.26,46.28,8.3,1.38,
125,"MTD.titeet",1.2,19.4,56.9,19.2,3.3,1.3
125,"OBD.titeet",19.9,15.4,45.6,14.3,3.5,
125,"MTD.tite12",0.3,6.7,30.6,27.8,33.9,0.7
125,"OBD.tite12",16.6,16.2,44.5,15.3,6.7,
125,"MTD.bfet",,,,,,2.4
125,"OBD.bfet",17.5,18.3,49.8,10,2,
155,"MTD.ours0",1.84,22.04,52.12,19.78,4.22,0
155,"OBD.ours0",15,21.8,52.08,6.8,1,
155,"MTD.bf",1.52,22.94,50.94,20.56,4.04,0
155,"OBD.bf",16.98,21.18,50.3,7.94,1.48,
155,"MTD.ours1",2.06,21.02,50.52,21.08,5.32,0
155,"OBD.ours1",16.06,21.48,50.16,8.1,1.1,
155,"MTD.ours2",2.22,21.1,50.56,21.36,4.74,0.02
155,"OBD.ours2",16.06,21.2,50.44,7.46,1.36,
155,"MTD.ours3",1.66,21.62,50.06,21.64,5.02,0
155,"OBD.ours3",17.14,21.32,47.84,8.62,1.58,
155,"MTD.titeet",1.4,19,55.7,20,3.8,1.7
155,"OBD.titeet",19.1,16,45,14.5,3.7,
155,"MTD.tite12",0.2,6,33,27.3,32.9,0.58
155,"OBD.tite12",17.2,16.6,43.8,15.3,6.5,
155,"MTD.bfet",,,,,,2.6
155,"OBD.bfet",18.1,18.4,48.9,9.8,2.1,
132,"MTD.ours0",3.28,35,43.14,15.38,3.18,0.02
132,"OBD.ours0",17.38,57.2,20.32,3.76,0.38,
132,"MTD.bf",2.42,34.58,44.52,15.4,3.08,0
132,"OBD.bf",15.84,58.22,20.5,4.28,0.66,
132,"MTD.ours1",3.22,33.1,43.7,15.98,3.98,0.02
132,"OBD.ours1",16.32,56.46,21.14,4.16,0.74,
132,"MTD.ours2",3.2,33.66,42.98,16.36,3.78,0.02
132,"OBD.ours2",16.78,56.4,20.82,4.24,0.68,
132,"MTD.ours3",2.84,33.44,42.76,16.56,4.4,0
132,"OBD.ours3",16.46,54.3,21.88,5.46,0.8,
132,"MTD.titeet",2.2,40.4,41.6,13.3,2.6,1.2
132,"OBD.titeet",19.6,47.4,21.8,8.1,1.9,
132,"MTD.tite12",0.6,11.6,29,31.2,27.3,0.3
132,"OBD.tite12",17.9,42.5,24.2,10.8,4.3,
132,"MTD.bfet",,,,,,1.2
132,"OBD.bfet",17.4,55.1,20.6,5,0.7,
92,"MTD.ours0",3.24,33,43.66,16.06,4.04,0
92,"OBD.ours0",16.8,56.68,21,3.88,0.64,
92,"MTD.bf",2.58,33.96,43.62,16.18,3.66,0
92,"OBD.bf",16.74,56.38,21.32,4.3,0.68,
92,"MTD.ours1",3.14,32.56,43.5,16.24,4.56,0
92,"OBD.ours1",17.02,55.54,21.04,4.48,0.7,
92,"MTD.ours2",3.12,33.54,41.76,17.12,4.44,0.02
92,"OBD.ours2",16.66,55.88,21.12,4.58,0.8,
92,"MTD.ours3",2.72,32.62,42.32,17.44,4.9,0
92,"OBD.ours3",20.08,53.02,19.74,5.4,0.78,
92,"MTD.titeet",2.4,41.3,41,13.2,2.1,1.3
92,"OBD.titeet",21.4,45.2,22,7.8,2.3,
92,"MTD.tite12",0.6,11.2,31,30.6,26.3,0.24
92,"OBD.tite12",18.9,42.8,24.5,10.4,3.2,
92,"MTD.bfet",,,,,,1.2
92,"OBD.bfet",17.7,52.3,21.9,5.8,1.2,
142,"MTD.ours0",3.1,34.24,45.06,14.5,3.1,0
142,"OBD.ours0",16.68,58.9,19.8,3.2,0.5,
142,"MTD.bf",2.7,34.54,45.16,14.58,3.02,0
142,"OBD.bf",15.62,57.34,21.6,4.14,0.76,
142,"MTD.ours1",2.72,34.36,45.18,14.64,3.1,0
142,"OBD.ours1",17.54,56.88,20.14,3.64,0.74,
142,"MTD.ours2",2.8,34.2,45,15.1,2.9,0
142,"OBD.ours2",17.38,57.44,20.08,3.76,0.34,
142,"MTD.ours3",2.62,34.02,44.32,15.76,3.28,0
142,"OBD.ours3",16.56,55.04,21.66,5.06,0.82,
142,"MTD.titeet",2.2,42.3,40,12.9,2.6,1.6
142,"OBD.titeet",20.2,46.4,21.4,8.2,2.2,
142,"MTD.tite12",0.4,11,29.8,31.7,26.9,0.3
142,"OBD.tite12",18.3,41.8,24.5,10.8,4.3,
142,"MTD.bfet",,,,,,1
142,"OBD.bfet",17.3,55.3,20.9,4.7,0.7,
162,"MTD.ours0",3.66,35.5,43.34,13.86,3.58,0.06
162,"OBD.ours0",16.38,57.82,20.78,3.4,0.56,
162,"MTD.bf",2.48,35.1,44.34,15,3.08,0
162,"OBD.bf",15.7,57.26,21.44,4.18,0.92,
